,playerId,marketValueEUR,country,leagueId,leagueName,goals,assists,minutesPlayed,avgRating,xG_nonPenalty,shots,xA,accuratePasses,chancesCreated,dribbles,touches,is_attacker,age,leagueScore,marketValueEUR_log,country_encoded
1,494597,18500000,England,47,8,4,2,2151,6.99,1.94,28,1.97,787,30,7,1353,0,28,93.6,16.733281344102608,38
2,536457,6500000,Belgium,47,8,0,0,92,6.24,0.06,4,0.19,39,1,4,82,0,27,93.6,15.687312888712007,9
3,540963,23000000,Norway,47,8,1,1,2735,6.88,1.86,23,1.42,1175,24,18,1727,0,26,93.6,16.951004817371683,91
4,623716,18000000,Ireland,47,8,1,3,1798,7.15,0.37,12,2.18,1018,23,3,1426,0,28,93.6,16.705882371415992,62
5,655575,3500000,Denmark,47,8,5,0,1060,6.65,3.64,36,1.58,303,20,17,637,0,25,93.6,15.068273812173887,34
6,1113670,20000000,England,47,8,0,0,524,6.14,0.35,6,0.5,116,1,3,249,0,21,93.6,16.811242881518265,38
7,1341387,12000000,France,47,8,3,2,1837,6.86,2.45,42,3.32,352,29,45,790,0,19,93.6,16.300417291085605,42
8,1368318,1100000,USA,47,8,1,1,984,6.53,1.97,23,1.07,187,11,33,471,0,19,93.6,13.910821646859095,119
9,109491,1100000,England,47,8,2,1,798,6.4,2.7,22,0.09,136,4,6,324,1,34,93.6,13.910821646859095,38
10,881500,9000000,South Africa,47,8,5,3,1644,6.69,3.88,30,0.97,258,15,17,658,1,23,93.6,16.012735246411598,108
11,963983,20000000,Belgium,47,8,0,0,405,6.37,0.46,5,0.54,112,7,11,254,1,24,93.6,16.811242881518265,9
12,1067168,20000000,Switzerland,47,8,5,1,1889,6.61,4.54,44,1.23,373,15,29,832,1,23,93.6,16.811242881518265,113
13,1207581,10000000,Ivory Coast,47,8,4,1,871,6.58,4.52,19,0.28,114,7,15,345,1,21,93.6,16.118095750958314,65
14,166422,1600000,England,47,8,1,3,1185,6.59,1.17,19,1.81,275,18,15,620,0,32,93.6,14.285514812209815,38
15,185349,420000,England,47,8,2,1,305,6.46,0.89,6,0.15,58,2,1,143,0,31,93.6,12.948012371209098,38
16,215384,7500000,England,47,8,5,4,2493,7.39,3.98,63,2.59,1124,42,63,1856,0,30,93.6,15.830413711839864,38
17,259301,920000,England,47,8,1,1,1185,6.56,0.87,14,1.12,326,10,11,688,0,30,93.6,13.732130035981154,38
18,498532,1000000,DR Congo,47,8,0,0,1073,6.2,0.64,11,1.36,254,6,9,510,0,30,93.6,13.815511557963774,33
19,541330,5500000,Zimbabwe,47,8,0,0,1134,6.84,0.19,5,0.49,352,7,3,571,0,30,93.6,15.520258832020865,126
20,751066,4000000,Netherlands,47,8,4,0,1719,6.55,2.62,29,1.34,354,9,19,810,0,24,93.6,15.201805169084134,86
21,802245,4500000,Scotland,47,8,2,0,1020,6.49,2.78,26,0.44,129,8,6,470,0,26,93.6,15.319588176962746,102
22,901495,16000000,Belgium,47,8,0,2,1038,7.03,0.39,7,0.67,519,7,11,754,0,24,93.6,16.588099342704055,9
23,282276,1400000,England,47,8,1,1,372,6.36,1.26,13,0.84,86,8,2,207,1,29,93.6,14.151983508870947,38
24,515999,520000,Nigeria,47,8,0,0,264,6.19,0.12,3,0.11,40,1,1,137,1,27,93.6,13.161586013632684,88
25,562725,6300000,England,47,8,10,4,2597,6.75,6.72,65,1.42,435,21,27,1083,1,28,93.6,15.656060350091908,38
26,873237,6500000,England,47,8,9,0,1172,6.63,6.43,28,0.41,131,14,15,454,1,26,93.6,15.687312888712007,38
27,966027,50000000,England,47,8,4,7,2787,7.49,3.08,43,3.22,1566,50,31,2326,0,24,93.6,17.72753358339242,38
28,1089685,20000000,England,47,8,1,1,223,6.5,0.15,3,0.3,115,4,2,175,0,20,93.6,16.811242881518265,38
29,1137668,95000000,Ecuador,47,8,0,1,2538,6.93,0.41,11,1.38,1622,16,19,2218,0,22,93.6,18.36938746009113,36
30,1137705,85000000,Argentina,47,8,3,2,2214,6.99,4.6,47,3.74,1560,32,23,2218,0,23,93.6,18.258161826219297,3
31,1200631,20000000,France,47,8,0,0,271,6.53,0.0,0,0.11,141,1,3,203,0,20,93.6,16.811242881518265,42
32,246575,56000000,England,47,8,6,4,1879,6.92,6.16,47,4.0,488,26,41,1088,1,29,93.6,17.840862266556567,38
33,704523,85000000,France,47,8,2,0,318,6.6,1.75,11,0.25,86,2,1,148,1,26,93.6,18.258161826219297,42
35,1084981,35000000,England,47,8,4,1,786,7.04,0.95,23,1.25,305,14,29,560,1,22,93.6,17.370858648025116,38
36,1096353,37000000,England,47,8,20,9,2267,7.71,9.78,93,6.73,955,57,45,1645,1,22,93.6,17.426428497635523,38
37,1197347,30000000,Senegal,47,8,11,4,2445,7.08,15.42,66,2.59,440,32,41,979,1,22,93.6,17.216707972959764,103
38,169200,63000000,Belgium,47,8,4,8,914,7.92,1.74,34,5.28,519,45,8,890,0,32,93.6,17.958645300228824,9
39,239219,40000000,Croatia,47,8,1,0,1285,7.08,1.19,19,1.68,1190,20,19,1456,0,30,93.6,17.50439003707821,28
40,488139,85000000,Portugal,47,8,6,5,2231,7.51,3.45,29,6.48,1401,54,33,2000,0,29,93.6,18.258161826219297,98
41,675088,120000000,Spain,47,8,7,7,2578,8.08,3.82,57,5.26,2973,41,38,3650,0,27,93.6,18.603002309079653,110
42,955529,50000000,Portugal,47,8,0,2,822,6.66,0.92,10,1.68,442,12,20,715,0,25,93.6,17.72753358339242,98
43,1288450,35000000,England,47,8,2,0,798,6.9,0.63,5,1.21,481,13,4,648,0,19,93.6,17.370858648025116,38
44,312765,75000000,England,47,8,3,1,993,7.17,2.08,22,2.81,477,26,18,759,1,28,93.6,18.132998684833918,38
45,737066,187000000,Norway,47,8,21,5,2213,7.58,20.18,104,2.09,252,28,12,594,1,23,93.6,19.046619180166456,91
46,815006,108000000,England,47,8,16,7,2524,7.8,9.32,93,6.38,1303,64,42,2018,1,23,93.6,18.497641794347754,38
47,942368,70000000,Belgium,47,8,3,7,1457,7.38,2.27,48,5.12,623,41,78,1185,1,21,93.6,18.064005814299346,9
48,974753,95000000,Argentina,47,8,9,9,2640,7.47,11.18,96,6.28,963,67,20,1613,1,24,93.6,18.36938746009113,3
49,1113790,18000000,Norway,47,8,1,1,287,6.65,1.38,4,1.3,141,9,11,231,1,20,93.6,16.705882371415992,91
50,266523,30000000,Denmark,47,8,0,0,1182,6.65,0.63,18,1.47,1116,8,12,1498,0,28,93.6,17.216707972959764,34
51,493165,75000000,England,47,8,4,7,1858,7.58,4.77,50,5.48,992,55,29,1608,0,27,93.6,18.132998684833918,38
52,604126,15000000,Argentina,47,8,2,2,473,7.07,0.54,12,1.87,408,17,8,569,0,28,93.6,16.52356082573315,3
53,620618,40000000,Uruguay,47,8,1,1,800,6.59,1.56,15,0.99,529,8,8,794,0,26,93.6,17.50439003707821,121
54,724306,35000000,Mali,47,8,0,0,1916,7.05,1.36,23,1.61,1571,10,27,2080,0,27,93.6,17.370858648025116,76
55,873014,16000000,England,47,8,0,0,571,6.56,0.67,3,0.34,281,7,1,383,0,23,93.6,16.588099342704055,38
56,1107280,35000000,Senegal,47,8,3,3,1771,7.14,3.19,34,1.92,986,19,17,1431,0,21,93.6,17.370858648025116,103
57,212867,55000000,South Korea,47,8,16,9,2588,7.5,8.87,73,7.13,729,57,31,1240,1,31,93.6,17.822843761378564,109
58,450980,20000000,Germany,47,8,2,3,814,7.0,3.72,29,2.9,261,15,12,475,1,28,93.6,16.811242881518265,46
59,654908,40000000,Brazil,47,8,10,3,1463,6.96,9.07,60,1.25,256,14,10,714,1,26,93.6,17.50439003707821,14
60,822237,20000000,Israel,47,8,0,2,198,7.6,0.42,7,0.75,77,12,10,141,1,24,93.6,16.811242881518265,63
61,935379,50000000,Sweden,47,8,6,3,2502,7.15,3.75,48,6.56,863,61,52,1632,1,24,93.6,17.72753358339242,112
62,970692,18000000,Spain,47,8,0,0,201,6.18,0.75,4,0.25,123,4,8,207,1,23,93.6,16.705882371415992,110
64,421786,15000000,Gabon,47,8,4,1,2749,7.23,4.51,46,1.27,1127,20,23,1750,0,30,93.6,16.52356082573315,43
65,769166,11000000,Haiti,47,8,2,1,805,6.53,1.37,14,0.79,213,11,15,470,0,25,93.6,16.213405921671733,55
66,940442,8000000,England,47,8,0,0,1196,6.69,0.44,14,0.77,774,7,1,1067,0,22,93.6,15.894952224644102,38
67,1054122,5500000,Mali,47,8,0,0,642,6.45,0.29,11,0.28,299,5,8,487,0,22,93.6,15.520258832020865,76
68,1111392,550000,England,47,8,0,0,136,6.03,0.16,3,0.08,43,1,1,90,0,20,93.6,13.217675375388819,38
69,1174672,19000000,Brazil,47,8,2,1,2388,7.0,1.52,23,1.67,939,18,19,1577,0,23,93.6,16.759949589762293,14
70,240054,15000000,Spain,47,8,4,7,1705,7.0,4.76,45,4.77,621,51,15,1202,1,31,93.6,16.52356082573315,110
71,620026,24000000,South Korea,47,8,11,3,1885,7.08,6.07,42,2.84,372,17,35,811,1,28,93.6,16.993564429978885,109
72,843040,40000000,Portugal,47,8,2,9,1506,7.35,3.44,35,3.7,485,38,37,968,1,24,93.6,17.50439003707821,98
73,863098,33000000,Brazil,47,8,11,7,2209,7.36,8.05,68,2.87,580,27,59,1239,1,24,93.6,17.312018149733785,14
74,1292835,1500000,England,47,8,0,0,184,6.44,0.32,3,0.06,33,2,0,70,1,19,93.6,14.220976332738882,38
75,202643,17000000,Japan,47,8,1,0,1489,6.9,0.49,9,1.43,994,13,8,1375,0,31,93.6,16.648723960844016,67
76,831489,70000000,Argentina,47,8,4,5,2374,7.53,2.16,40,4.37,1573,42,17,2273,0,25,93.6,18.064005814299346,3
77,846005,75000000,Hungary,47,8,3,2,2079,7.32,3.37,56,4.9,1189,52,24,1852,0,23,93.6,18.132998684833918,57
78,933768,35000000,England,47,8,1,1,1144,6.63,2.57,18,1.03,672,10,15,958,0,23,93.6,17.370858648025116,38
79,956683,30000000,Netherlands,47,8,1,0,1071,6.87,1.86,21,1.3,394,14,22,715,0,21,93.6,17.216707972959764,86
80,963964,40000000,England,47,8,2,3,1097,6.9,2.09,42,3.28,641,25,8,967,0,21,93.6,17.50439003707821,38
82,292462,70000000,Egypt,47,8,17,9,2265,7.64,13.39,100,6.92,650,61,24,1320,1,31,93.6,18.064005814299346,37
83,570461,56000000,Portugal,47,8,10,3,1150,7.25,5.32,41,1.74,286,22,15,644,1,27,93.6,17.840862266556567,98
84,806552,60500000,Netherlands,47,8,6,4,1398,6.94,6.92,57,1.76,355,22,28,777,1,25,93.6,17.918153939529997,86
85,860914,74000000,Colombia,47,8,8,5,2424,7.3,11.13,88,4.38,797,56,61,1491,1,27,93.6,18.119575664681957,24
86,950561,70000000,Uruguay,47,8,11,8,1997,7.25,15.05,105,4.44,326,33,15,814,1,24,93.6,18.064005814299346,121
87,279490,45000000,England,47,8,6,7,2780,7.4,4.39,40,6.13,1212,61,11,1837,0,29,93.6,17.622173069956816,38
88,524437,40000000,Czechia,47,8,6,2,2604,6.99,6.47,39,1.04,636,16,3,1246,0,29,93.6,17.50439003707821,32
89,609755,29000000,England,47,8,0,0,396,6.1,0.16,5,0.12,201,0,2,320,0,28,93.6,17.182806422433504,38
90,766435,70000000,Brazil,47,8,4,6,2388,7.35,3.74,40,4.54,967,39,39,1869,0,26,93.6,18.064005814299346,14
91,783505,40000000,Mexico,47,8,1,1,2319,6.92,1.3,17,0.8,999,12,27,1649,0,26,93.6,17.50439003707821,80
92,158545,7500000,Jamaica,47,8,6,2,1484,6.7,5.46,26,1.27,159,8,27,556,1,34,93.6,15.830413711839864,66
93,214426,10000000,England,47,8,1,0,360,6.36,1.29,12,0.24,67,5,6,169,1,31,93.6,16.118095750958314,38
94,426880,17000000,Ivory Coast,47,8,1,0,110,6.76,0.4,4,0.03,36,4,0,70,1,27,93.6,16.648723960844016,65
95,523825,39000000,England,47,8,16,6,2840,7.25,10.16,73,4.67,431,29,31,1141,1,27,93.6,17.479072229734946,38
96,891743,45000000,Ghana,47,8,7,5,2213,7.34,4.11,58,3.06,579,25,103,1428,1,23,93.6,17.622173069956816,47
97,210971,2000000,Northern Ireland,47,8,1,0,1433,6.81,0.3,15,1.2,617,17,1,1098,0,33,93.6,14.508658238524095,90
98,511032,1500000,England,47,8,0,2,1264,6.43,0.23,4,0.89,356,11,6,709,0,29,93.6,14.220976332738882,38
99,742405,10000000,England,47,8,0,0,214,6.03,0.36,4,0.18,67,1,2,147,0,25,93.6,16.118095750958314,38
100,775355,20000000,Netherlands,47,8,4,6,2653,7.03,2.66,42,4.08,646,59,25,1331,0,26,93.6,16.811242881518265,86
101,1047671,10000000,Brazil,47,8,1,0,2481,6.86,1.05,13,0.48,718,4,17,1346,0,24,93.6,16.118095750958314,14
102,1055316,3000000,Tunisia,47,8,0,0,377,6.12,0.71,7,0.12,80,3,2,213,0,23,93.6,14.914123179965662,117
103,1107648,17000000,England,47,8,3,3,1804,6.65,2.28,26,2.14,346,28,32,868,0,21,93.6,16.648723960844016,38
104,1344572,500000,England,47,8,0,0,731,6.85,0.04,1,0.33,255,7,16,447,0,20,93.6,13.122365377402328,38
105,1396784,3000000,England,47,8,0,0,793,6.35,0.33,7,0.23,146,2,11,355,0,20,93.6,14.914123179965662,38
106,509151,5500000,Scotland,47,8,6,3,1283,6.79,5.32,33,1.99,240,12,6,634,1,27,93.6,15.520258832020865,102
107,820581,7500000,Chile,47,8,5,1,860,7.01,4.31,26,0.97,143,6,10,338,1,25,93.6,15.830413711839864,23
108,841150,4200000,England,47,8,0,0,302,5.9,0.3,6,0.06,43,2,0,109,1,24,93.6,15.250595321348806,38
109,1086647,23000000,England,47,8,4,1,1622,6.57,4.42,34,1.34,251,22,29,598,1,22,93.6,16.951004817371683,38
110,1258092,1500000,Denmark,47,8,0,0,783,5.79,1.65,21,0.16,48,1,3,225,1,20,93.6,14.220976332738882,34
111,179410,4500000,Senegal,47,8,3,0,1632,7.18,1.23,24,0.68,637,11,10,1024,0,34,93.6,15.319588176962746,103
112,352887,15000000,Mali,47,8,6,2,2425,7.02,7.05,42,1.42,621,33,23,1168,0,31,93.6,16.52356082573315,76
113,361770,15000000,Portugal,47,8,1,0,447,6.39,0.3,8,0.36,195,4,3,333,0,30,93.6,16.52356082573315,98
114,704151,20000000,Netherlands,47,8,1,0,587,6.42,2.62,25,0.41,101,6,8,243,0,27,93.6,16.811242881518265,86
115,751649,25000000,England,47,8,3,3,2129,6.83,3.5,31,2.87,365,26,29,981,0,27,93.6,17.034386422832473,38
116,939542,22000000,England,47,8,3,6,2648,7.18,3.44,57,7.32,697,65,28,1608,0,24,93.6,16.906553056777135,38
117,950474,18000000,England,47,8,1,2,2770,7.16,2.38,35,3.49,845,41,18,1566,0,23,93.6,16.705882371415992,38
118,1185748,53000000,Belgium,47,8,2,0,1875,7.02,1.84,26,1.3,783,18,11,1222,0,22,93.6,17.78580249038432,9
119,612150,26000000,England,47,8,6,1,1951,6.72,10.5,65,0.83,210,17,10,709,1,27,93.6,17.073607134447293,38
120,1079485,26000000,Portugal,47,8,3,0,928,6.39,6.0,43,0.29,103,11,15,420,1,26,93.6,17.073607134447293,98
121,1098752,3000000,England,47,8,1,0,206,6.31,0.29,5,0.13,34,3,6,125,1,21,93.6,14.914123179965662,38
122,1356310,10000000,Portugal,47,8,0,0,159,6.3,0.57,5,0.15,30,3,1,92,1,19,93.6,16.118095750958314,98
123,439369,12000000,Scotland,47,8,0,5,2658,7.1,1.93,40,5.03,879,50,50,1732,0,29,93.6,16.300417291085605,102
124,532743,25000000,Denmark,47,8,2,2,1353,6.7,2.45,29,2.13,384,23,12,783,0,27,93.6,17.034386422832473,34
125,562724,13000000,England,47,8,0,3,2522,7.12,0.35,10,2.81,978,41,19,1673,0,27,93.6,16.380459992348886,38
126,729769,25000000,USA,47,8,0,0,109,7.15,0.0,0,0.01,49,1,1,86,0,25,93.6,17.034386422832473,119
127,794253,19000000,Netherlands,47,8,7,1,1719,6.74,5.92,51,1.53,244,20,22,701,0,25,93.6,16.759949589762293,86
128,1233655,25000000,England,47,8,1,1,909,6.69,0.67,14,0.97,310,20,12,602,0,20,93.6,17.034386422832473,38
129,464486,24000000,Turkiye,47,8,2,2,218,6.86,2.2,18,0.08,41,3,2,129,1,26,93.6,16.993564429978885,118
130,591734,25000000,England,47,8,18,3,3120,7.11,16.22,102,1.98,374,39,38,1160,1,26,93.6,17.034386422832473,38
131,789630,22000000,England,47,8,3,4,2047,7.12,3.77,51,4.1,570,40,43,1306,1,25,93.6,16.906553056777135,38
132,846369,25000000,Colombia,47,8,2,2,692,6.91,2.54,27,1.07,225,20,29,484,1,24,93.6,17.034386422832473,24
133,933576,10000000,Ghana,47,8,8,2,1841,6.94,4.29,63,1.95,374,26,42,977,1,24,93.6,16.118095750958314,47
134,1250253,30000000,Burkina Faso,47,8,1,2,1032,6.77,2.28,23,1.3,263,16,18,727,1,22,93.6,17.216707972959764,16
135,282775,16000000,Italy,47,8,0,2,918,6.89,0.1,4,2.11,695,10,2,889,0,32,93.6,16.588099342704055,64
136,434325,26000000,Ghana,47,8,0,0,540,6.93,0.22,5,0.4,408,5,8,533,0,30,93.6,17.073607134447293,47
137,534670,95000000,Norway,47,8,8,8,2829,7.61,4.77,71,10.07,1512,93,32,2245,0,25,93.6,18.36938746009113,91
138,654096,120000000,England,47,8,6,7,2960,7.66,2.71,51,4.18,1902,41,19,2554,0,25,93.6,18.603002309079653,38
139,749736,65000000,Germany,47,8,12,6,2369,7.23,10.05,58,3.44,696,40,15,1238,0,24,93.6,17.989897843244528,46
140,889534,26000000,England,47,8,0,1,325,6.57,1.68,12,0.41,173,4,3,243,0,23,93.6,17.073607134447293,38
141,1025462,30000000,Portugal,47,8,1,2,292,6.71,0.46,7,0.82,119,5,2,198,0,23,93.6,17.216707972959764,98
142,318615,30000000,Belgium,47,8,10,1,1421,6.97,6.94,54,2.36,419,22,25,882,1,29,93.6,17.216707972959764,9
143,576165,72000000,Brazil,47,8,4,4,1458,7.03,6.33,54,3.13,378,27,33,847,1,27,93.6,18.09217669086922,14
144,748382,13000000,England,47,8,0,0,257,6.37,0.21,4,0.44,121,5,1,203,1,24,93.6,16.380459992348886,38
145,860920,33000000,England,47,8,5,2,1073,6.67,4.54,38,0.67,167,9,8,415,1,24,93.6,17.312018149733785,38
146,961995,130000000,England,47,8,15,9,2765,7.97,9.91,99,10.22,1039,83,44,2017,1,22,93.6,18.683045016112164,38
147,1021586,90000000,Brazil,47,8,6,4,1906,7.09,6.67,55,4.75,641,40,37,1255,1,22,93.6,18.31532023940565,14
148,295067,5500000,England,47,8,0,1,1816,6.79,0.3,7,1.78,696,21,9,1137,0,29,93.6,15.520258832020865,38
149,466672,25000000,Colombia,47,8,1,1,2389,7.18,2.65,34,1.99,990,24,11,1564,0,29,93.6,17.034386422832473,24
150,496563,3500000,Netherlands,47,8,0,0,204,6.39,0.02,1,0.03,62,0,1,112,0,27,93.6,15.068273812173887,86
151,818975,53000000,England,47,8,8,3,1804,7.48,7.17,72,4.69,589,49,60,1285,0,25,93.6,17.78580249038432,38
152,951954,40000000,Mali,47,8,0,0,921,7.28,0.28,6,0.75,367,10,10,570,0,24,93.6,17.50439003707821,76
153,1296650,11000000,England,47,8,0,2,1038,7.12,0.31,9,1.35,351,19,1,621,0,20,93.6,16.213405921671733,38
154,154280,6000000,Ghana,47,8,4,7,2542,7.0,3.85,47,2.65,646,24,52,1535,1,32,93.6,15.607270193858982,47
155,214570,7500000,Ghana,47,8,2,2,1348,6.7,1.86,19,1.41,243,19,17,584,1,31,93.6,15.830413711839864,47
156,637746,24000000,France,47,8,7,0,1495,6.81,6.21,50,1.04,235,17,16,633,1,26,93.6,16.993564429978885,42
157,706297,8000000,France,47,8,11,4,2070,6.79,6.89,41,1.22,280,28,24,778,1,26,93.6,15.894952224644102,42
158,1029063,53000000,France,47,8,7,4,1014,7.55,3.25,43,3.92,397,31,37,865,1,22,93.6,17.78580249038432,42
159,1316124,20000000,Brazil,47,8,0,1,225,6.34,0.36,8,0.46,48,6,4,131,1,20,93.6,16.811242881518265,14
160,182962,2500000,Scotland,47,8,1,4,1400,6.94,1.05,16,2.41,1073,23,25,1421,0,33,93.6,14.731801689838349,102
161,502420,19000000,England,47,8,0,1,1249,6.55,0.26,8,1.38,590,12,5,875,0,29,93.6,16.759949589762293,38
162,524434,65000000,Portugal,47,8,4,1,2440,7.15,3.18,42,0.96,969,12,11,1705,0,28,93.6,17.989897843244528,98
163,556972,14000000,Serbia,47,8,1,0,1044,6.57,1.56,12,0.46,409,9,4,630,0,27,93.6,16.454567959008102,104
164,575779,16000000,Brazil,47,8,3,7,2488,6.92,4.46,48,5.6,792,82,18,1528,0,28,93.6,16.588099342704055,14
165,94086,3100000,Brazil,47,8,4,2,1945,7.03,3.56,45,4.48,869,44,25,1353,1,35,93.6,14.946912992035967,14
166,262550,7000000,Jamaica,47,8,6,2,1353,6.65,4.2,30,1.14,335,15,8,676,1,31,93.6,15.76142084987672,66
167,292313,6300000,Mexico,47,8,5,0,1287,6.57,4.49,37,0.89,226,10,8,565,1,33,93.6,15.656060350091908,80
169,604785,30000000,Nigeria,47,8,5,2,2073,7.06,5.4,51,3.94,736,46,37,1280,1,28,93.6,17.216707972959764,88
170,1077975,27000000,Albania,47,8,1,1,512,6.37,2.07,13,0.31,100,4,15,247,1,22,93.6,17.11134746100564,0
171,1128945,5500000,Brazil,47,8,9,1,1465,6.93,8.48,71,0.92,127,18,5,497,1,23,93.6,15.520258832020865,14
172,266520,17000000,Denmark,47,8,2,1,2278,7.29,3.44,33,2.08,1032,22,6,1721,0,30,93.6,16.648723960844016,34
173,532220,2300000,Iran,47,8,1,0,702,6.53,0.3,9,1.04,271,9,3,542,0,30,93.6,14.648420115681892,60
174,650616,25000000,Denmark,47,8,3,3,2126,6.99,0.7,14,4.59,732,41,17,1450,0,28,93.6,17.034386422832473,34
175,688273,25000000,Germany,47,8,0,3,2846,7.07,1.53,20,3.45,947,34,7,1627,0,25,93.6,17.034386422832473,46
176,803343,7500000,Denmark,47,8,1,2,1851,6.61,0.95,7,1.24,369,14,11,927,0,24,93.6,15.830413711839864,34
177,856685,9300000,Nigeria,47,8,1,2,1147,6.71,2.18,22,1.35,283,11,11,631,0,26,93.6,16.04552506565036,88
178,865131,3000000,Grenada,47,8,1,1,224,6.67,0.89,2,0.35,63,4,6,137,0,26,93.6,14.914123179965662,49
179,888912,14000000,Denmark,47,8,0,2,653,6.65,0.92,9,0.82,220,10,6,469,0,23,93.6,16.454567959008102,34
180,1157236,5500000,Ukraine,47,8,0,0,638,6.4,0.98,10,0.6,196,3,16,407,0,20,93.6,15.520258832020865,120
181,391064,11000000,France,47,8,6,3,1408,6.64,7.21,42,2.25,289,16,9,629,1,27,93.6,16.213405921671733,42
182,408987,52000000,England,47,8,4,1,1179,7.06,5.21,42,1.37,179,10,8,581,1,28,93.6,17.76675429577647,38
183,666857,20000000,DR Congo,47,8,10,1,2373,7.03,10.13,62,1.82,295,27,20,781,1,27,93.6,16.811242881518265,33
184,923312,40000000,Cameroon,47,8,8,5,1689,7.24,6.86,49,5.16,406,29,18,974,1,24,93.6,17.50439003707821,18
185,1010426,15000000,England,47,8,3,1,1312,6.63,5.74,39,1.9,252,12,19,602,1,23,93.6,16.52356082573315,38
186,1083796,23000000,Germany,47,8,2,1,291,6.65,1.19,7,0.71,47,4,2,137,1,22,93.6,16.951004817371683,46
187,148302,1500000,Senegal,47,8,0,0,206,6.34,0.29,5,0.04,47,1,1,116,0,34,93.6,14.220976332738882,103
188,775614,15000000,England,47,8,0,0,1766,6.52,2.37,24,0.58,598,6,3,1081,0,26,93.6,16.52356082573315,38
189,789502,45000000,England,47,8,5,7,2890,7.17,5.56,64,5.88,890,64,42,1855,0,24,93.6,17.622173069956816,38
190,795371,36000000,Ivory Coast,47,8,0,0,1005,6.84,0.65,8,0.43,334,6,6,585,0,26,93.6,17.399029524198163,65
191,827315,18000000,Argentina,47,8,2,2,1498,6.93,1.32,22,1.28,697,10,7,1082,0,25,93.6,16.705882371415992,3
192,1071179,21000000,USA,47,8,0,1,230,6.55,0.3,5,0.37,115,7,3,184,0,21,93.6,16.860033043306743,119
193,1181700,30000000,Brazil,47,8,2,1,1536,6.71,1.59,19,0.57,524,13,14,899,0,23,93.6,17.216707972959764,14
194,169719,7500000,New Zealand,47,8,12,1,1548,6.84,9.21,37,1.07,242,22,6,573,1,32,93.6,15.830413711839864,87
195,426202,5200000,Belgium,47,8,0,1,599,6.2,2.04,14,0.83,89,7,9,250,1,29,93.6,15.46416937585933,9
196,643717,30000000,Nigeria,47,8,6,3,1030,6.89,4.73,22,0.88,122,10,8,325,1,26,93.6,17.216707972959764,88
197,846383,15000000,England,47,8,5,1,1591,6.89,2.26,30,1.56,479,28,41,902,1,23,93.6,16.52356082573315,38
198,1050166,19000000,Sweden,47,8,5,8,2261,6.91,6.47,51,3.44,455,30,28,1033,1,22,93.6,16.759949589762293,112
199,37234,1300000,England,47,8,0,1,790,6.32,0.53,8,1.92,437,14,3,582,0,35,93.6,14.077875591662238,38
200,167008,8500000,Germany,47,8,4,10,2754,7.54,4.75,50,8.16,2378,92,16,3285,0,32,93.6,15.955576839107596,46
202,942549,13000000,Scotland,47,8,0,1,1871,6.77,0.92,24,2.28,1717,22,6,2104,0,22,93.6,16.380459992348886,102
203,1073742,27000000,Paraguay,47,8,0,2,259,6.62,0.84,18,0.63,64,5,11,159,0,20,93.6,17.11134746100564,94
204,1272440,15000000,Argentina,47,8,0,0,181,5.26,0.05,2,0.27,75,2,2,137,0,19,93.6,16.52356082573315,3
205,1352713,25000000,Cameroon,47,8,0,0,1215,6.56,0.76,19,0.22,665,7,11,949,0,20,93.6,17.034386422832473,18
206,113836,7500000,England,47,8,4,1,1415,6.74,4.18,36,1.3,362,19,7,664,1,33,93.6,15.830413711839864,38
207,416850,27000000,England,47,8,3,1,558,7.49,1.96,14,0.95,180,7,8,368,1,29,93.6,17.11134746100564,38
208,862608,50000000,Japan,47,8,3,4,1488,7.23,3.49,34,3.55,498,25,39,919,1,26,93.6,17.72753358339242,67
209,1021382,37000000,Brazil,47,8,8,2,1774,7.0,6.38,65,3.43,555,32,38,1181,1,22,93.6,17.426428497635523,14
210,1068482,65000000,Ireland,47,8,6,0,1365,6.52,4.61,33,0.78,244,6,7,506,1,19,93.6,17.989897843244528,62
211,1086012,40000000,Spain,47,8,2,0,498,6.42,3.39,25,0.59,170,6,5,308,1,21,93.6,17.50439003707821,110
212,1227012,25000000,Ivory Coast,47,8,6,1,1883,7.05,3.61,42,2.12,515,25,45,1071,1,22,93.6,17.034386422832473,65
213,1336566,20000000,Argentina,47,8,3,1,1170,6.67,2.33,20,1.14,346,17,16,675,1,19,93.6,16.811242881518265,3
214,356406,32000000,Scotland,47,8,6,4,2742,7.25,4.95,39,4.64,872,42,49,1588,0,29,93.6,17.281246492014,102
215,465960,26000000,Belgium,47,8,1,6,1555,6.98,1.14,13,2.08,753,18,14,1131,0,27,93.6,17.073607134447293,9
216,671331,35000000,Jamaica,47,8,10,9,1892,7.17,6.14,50,6.29,516,49,51,1074,0,26,93.6,17.370858648025116,66
217,787350,72000000,Brazil,47,8,9,5,2741,7.37,3.7,47,4.94,1636,50,23,2284,0,25,93.6,18.09217669086922,14
218,816325,35000000,France,47,8,0,1,1659,7.06,0.13,5,1.4,914,20,14,1264,0,24,93.6,17.370858648025116,42
219,883080,3000000,England,47,8,3,1,614,7.26,1.35,11,0.37,139,8,17,314,0,21,93.6,14.914123179965662,38
220,1021929,42000000,England,47,8,1,1,850,6.65,2.17,19,1.37,254,10,8,477,0,22,93.6,17.553180200057167,38
