,playerId,marketValueEUR,country,leagueId,leagueName,goals,assists,minutesPlayed,avgRating,xG_nonPenalty,shots,xA,accuratePasses,chancesCreated,dribbles,touches,is_attacker,age,leagueScore,marketValueEUR_log,country_encoded
2842,1195743,970000,Russia,63,19,2,0,1785,7.05,0.0,26,0.0,785,16,20,1293,0,21,79.6,13.785052381406869,100
2844,104632,180000,Russia,63,19,2,0,1075,6.49,0.0,25,0.0,275,12,9,626,1,34,79.6,12.100717685412471,100
2845,529335,820000,Slovenia,63,19,5,4,1828,6.98,0.0,39,0.0,316,38,18,836,1,26,79.6,13.617060838751888,107
2846,656530,2000000,Venezuela,63,19,0,1,377,6.4,0.0,9,0.0,68,6,3,172,1,26,79.6,14.508658238524095,123
2847,1051504,1700000,Brazil,63,19,1,3,644,6.51,0.0,13,0.0,139,13,9,346,1,21,79.6,14.346139397261565,14
2848,1137706,750000,Venezuela,63,19,3,1,435,6.91,0.0,15,0.0,61,2,1,155,1,21,79.6,13.527829818844937,123
2849,522017,780000,Russia,63,19,2,1,1858,6.62,0.0,21,0.0,270,18,2,618,0,28,79.6,13.567050480716235,100
2850,584282,680000,Russia,63,19,0,0,914,6.65,0.0,1,0.0,193,11,1,495,0,29,79.6,13.429849547739444,100
2851,621507,370000,Russia,63,19,1,0,857,6.57,0.0,8,0.0,136,9,3,440,0,34,79.6,12.821260987319457,100
2852,689414,1300000,Russia,63,19,7,3,1897,7.2,0.0,39,0.0,528,38,2,967,0,30,79.6,14.077875591662238,100
2853,828677,2200000,Russia,63,19,0,1,741,6.55,0.0,7,0.0,222,3,5,421,0,26,79.6,14.603968372873895,100
2855,971212,680000,Russia,63,19,0,0,1335,6.51,0.0,15,0.0,286,14,13,771,0,24,79.6,13.429849547739444,100
2856,1029256,730000,Bulgaria,63,19,0,0,1024,6.56,0.0,6,0.0,179,8,5,503,0,25,79.6,13.500801182986649,15
2857,1035315,1000000,Russia,63,19,1,0,360,6.44,0.0,14,0.0,100,3,4,255,0,24,79.6,13.815511557963774,100
2858,1174678,1200000,Mali,63,19,0,0,1784,7.26,0.0,6,0.0,623,6,11,1046,0,29,79.6,13.997832948091215,76
2859,1385764,700000,Russia,63,19,0,0,408,6.21,0.0,2,0.0,114,5,1,207,0,21,79.6,13.45883704259595,100
2860,1515298,170000,Russia,63,19,0,0,400,6.4,0.0,7,0.0,68,5,4,237,0,20,79.6,12.04355959836804,100
2861,140169,330000,Russia,63,19,1,0,392,6.47,0.0,5,0.0,46,3,3,125,1,33,79.6,12.706850963741102,100
2862,645731,530000,Guinea-Bissau,63,19,2,1,625,6.39,0.0,10,0.0,77,4,7,234,1,27,79.6,13.180634172318978,53
2863,848051,730000,Uruguay,63,19,2,2,900,6.55,0.0,34,0.0,119,9,28,404,1,24,79.6,13.500801182986649,121
2864,1066715,360000,Georgia,63,19,2,1,458,6.33,0.0,7,0.0,50,5,3,151,1,23,79.6,12.793862088206213,45
2865,392809,820000,Denmark,46,4,2,0,1509,7.27,3.14,18,0.47,643,7,3,995,0,30,78.0,13.617060838751888,34
2867,597675,750000,Denmark,46,4,0,0,145,6.0,1.1,15,1.42,191,9,15,446,0,26,78.0,13.527829818844937,34
2869,775246,850000,Denmark,46,4,0,0,450,7.23,0.65,10,0.99,506,8,12,818,0,26,78.0,13.652992804936396,34
2870,1025560,1300000,Norway,46,4,1,1,284,6.91,1.31,12,0.6,450,14,16,763,0,22,78.0,14.077875591662238,91
2871,1226748,240000,Denmark,46,4,0,0,108,6.18,0.0,0,0.1,38,2,0,88,0,19,78.0,12.388398368982115,34
2872,1258304,220000,Denmark,46,4,0,0,181,6.0,0.66,3,0.18,136,1,2,374,0,20,78.0,12.301387370778713,34
2873,62329,420000,Denmark,46,4,3,1,336,7.23,5.53,50,1.67,296,24,4,698,1,34,78.0,12.948012371209098,34
2875,981047,1500000,Denmark,46,4,0,1,156,6.35,5.36,46,0.83,258,17,36,668,1,22,78.0,14.220976332738882,34
2876,1294290,200000,Denmark,46,4,0,0,292,6.16,0.31,6,0.06,34,1,3,123,1,20,78.0,12.206077645517674,34
2877,304749,1100000,Denmark,46,4,0,0,272,6.66,0.49,11,1.68,552,16,6,874,0,30,78.0,13.910821646859095,34
2878,578187,2400000,Sweden,46,4,0,2,1144,7.66,0.98,14,2.46,635,25,7,981,0,28,78.0,14.690979711984754,112
2879,614167,2200000,Sweden,46,4,0,0,98,6.05,0.05,1,0.11,55,1,0,92,0,27,78.0,14.603968372873895,112
2880,775266,420000,Brazil,46,4,1,0,293,6.97,1.82,17,0.93,199,9,8,448,0,27,78.0,12.948012371209098,14
2881,1057426,2200000,Sweden,46,4,0,0,128,6.56,0.75,17,1.79,483,8,16,812,0,22,78.0,14.603968372873895,112
2882,1097009,1500000,Denmark,46,4,0,1,450,6.81,3.54,35,2.62,585,18,18,1186,0,22,78.0,14.220976332738882,34
2884,1137909,3600000,Uruguay,46,4,0,0,137,6.78,0.11,3,0.51,156,8,7,319,0,24,78.0,15.096444681204078,121
2885,1329007,3600000,Chile,46,4,2,1,314,7.16,2.02,35,1.77,251,9,27,594,0,20,78.0,15.096444681204078,23
2886,837066,3300000,Norway,46,4,0,0,172,6.25,4.21,23,0.5,151,8,17,406,1,25,78.0,15.009433329466965,91
2887,1026781,2900000,South Korea,46,4,1,0,422,6.92,6.33,57,1.54,264,25,16,771,1,26,78.0,14.88022163978423,109
2888,1374500,3000000,Guinea-Bissau,46,4,1,0,392,6.86,6.58,35,0.88,150,9,27,428,1,19,78.0,14.914123179965662,53
2889,80229,330000,Chile,46,4,0,0,145,6.41,0.58,8,2.67,560,27,14,1355,0,33,78.0,12.706850963741102,23
2890,482203,340000,Ghana,46,4,0,0,260,6.48,0.18,4,0.19,364,7,8,569,0,28,78.0,12.73670383776449,47
2891,506373,350000,Gambia,46,4,0,1,190,6.94,0.34,9,2.53,622,24,18,1046,0,29,78.0,12.765691290604371,44
2892,894805,550000,Australia,46,4,0,0,433,7.21,0.29,8,0.23,202,5,5,378,0,23,78.0,13.217675375388819,5
2893,947984,220000,Denmark,46,4,0,1,450,7.33,0.34,5,2.42,208,16,9,670,0,22,78.0,12.301387370778713,34
2894,1081684,650000,Denmark,46,4,0,0,100,6.47,0.31,8,0.91,225,9,6,677,0,21,78.0,13.384729180332174,34
2895,1382196,350000,Denmark,46,4,0,0,119,6.42,0.56,11,0.55,193,9,7,404,0,19,78.0,12.765691290604371,34
2896,80612,400000,Denmark,46,4,0,1,351,6.51,1.16,11,0.27,76,5,5,172,1,34,78.0,12.899222326086994,34
2897,179866,550000,DR Congo,46,4,0,0,134,6.74,1.4,15,1.16,119,11,8,364,1,32,78.0,13.217675375388819,33
2900,889153,900000,Russia,46,4,3,1,245,7.18,8.21,58,0.73,183,14,8,594,1,27,78.0,13.710151153416941,100
2901,949336,550000,Gambia,46,4,1,1,406,7.03,4.44,36,2.41,112,11,8,498,1,22,78.0,13.217675375388819,44
2903,199818,950000,Denmark,46,4,0,0,185,6.54,1.82,22,2.87,1289,29,14,1696,0,32,78.0,13.76421831620775,34
2904,262739,3100000,Denmark,46,4,0,1,360,7.22,2.42,23,1.78,371,17,2,708,0,30,78.0,14.946912992035967,34
2906,875306,2900000,Denmark,46,4,0,0,105,6.75,1.79,12,1.64,163,17,6,329,0,25,78.0,14.88022163978423,34
2907,1320887,1900000,Denmark,46,4,0,0,279,7.32,0.48,9,0.47,414,6,1,592,0,19,78.0,14.45736497045232,34
2908,1336529,550000,Denmark,46,4,0,1,389,6.56,0.43,3,0.77,144,3,4,239,0,19,78.0,13.217675375388819,34
2911,313981,2600000,Denmark,46,4,1,0,209,6.94,2.31,24,2.61,123,14,4,316,1,31,78.0,14.77102238760702,34
2913,1015128,1600000,Tunisia,46,4,0,3,347,7.37,5.55,31,5.97,544,37,35,1094,1,25,78.0,14.285514812209815,117
2917,488975,410000,Armenia,46,4,0,0,363,6.32,0.1,3,0.81,75,8,6,208,0,28,78.0,12.923914877701906,4
2920,792662,450000,Ghana,46,4,0,1,191,6.96,1.01,17,1.2,117,12,12,337,0,26,78.0,13.017005083966255,47
2921,838494,650000,Sweden,46,4,0,0,350,7.42,0.9,11,1.81,927,16,13,1401,0,25,78.0,13.384729180332174,112
2922,1185549,750000,Denmark,46,4,1,1,440,7.35,1.38,17,1.76,951,15,12,1558,0,20,78.0,13.527829818844937,34
2923,1276685,950000,Ivory Coast,46,4,1,2,429,7.9,3.77,28,4.96,485,33,44,1006,0,21,78.0,13.76421831620775,65
2925,557324,450000,Austria,46,4,0,1,489,6.21,0.82,7,0.07,31,2,0,124,1,29,78.0,13.017005083966255,6
2926,858384,1400000,Nigeria,46,4,1,0,231,6.85,6.05,41,1.8,443,18,23,869,1,26,78.0,14.151983508870947,88
2927,1214556,100000,Denmark,46,4,0,1,186,7.11,0.57,5,0.25,80,5,15,246,1,20,78.0,11.51293546492023,34
2929,1385177,750000,Ghana,46,4,7,0,396,8.29,8.77,42,0.79,101,10,18,314,1,21,78.0,13.527829818844937,47
2930,243828,550000,Germany,46,4,0,0,188,6.57,0.7,11,0.39,706,5,1,1033,0,31,78.0,13.217675375388819,46
2932,973727,650000,Germany,46,4,0,0,334,7.03,0.53,12,1.86,1176,20,13,1695,0,27,78.0,13.384729180332174,46
2933,1027551,530000,Sweden,46,4,1,1,378,7.4,2.64,27,5.68,883,44,72,1567,0,22,78.0,13.180634172318978,112
2935,168603,440000,Denmark,46,4,0,0,325,6.83,6.5,60,2.58,297,21,11,629,1,32,78.0,12.994532278619134,34
2936,1079194,750000,Haiti,46,4,0,1,312,6.37,0.24,8,0.37,24,1,4,89,1,23,78.0,13.527829818844937,55
2937,1154142,750000,Denmark,46,4,0,0,360,6.47,1.15,9,0.48,105,4,10,296,1,22,78.0,13.527829818844937,34
2940,1382135,650000,Denmark,46,4,0,0,208,6.04,2.66,20,0.84,132,8,34,552,1,20,78.0,13.384729180332174,34
2942,683894,750000,Denmark,46,4,0,0,450,7.18,0.32,11,1.97,2405,12,10,2874,0,26,78.0,13.527829818844937,34
2943,745912,950000,Iceland,46,4,2,0,385,7.0,4.08,43,1.94,628,17,10,945,0,25,78.0,13.76421831620775,58
2945,927874,200000,Denmark,46,4,0,0,159,6.15,0.5,6,0.13,103,4,0,153,0,22,78.0,12.206077645517674,34
2946,1026833,260000,Denmark,46,4,0,0,360,6.95,2.67,15,1.41,1296,11,15,1811,0,22,78.0,12.468440756144114,34
2950,1117908,1900000,Denmark,46,4,0,1,284,6.41,7.63,36,0.71,187,16,15,472,1,21,78.0,14.45736497045232,34
2951,74169,1400000,Denmark,46,4,1,0,402,7.34,1.4,28,6.15,1558,30,11,2232,0,34,78.0,14.151983508870947,34
2953,298940,1500000,Croatia,46,4,0,0,228,6.52,0.41,8,1.55,530,10,8,858,0,30,78.0,14.220976332738882,28
2954,553554,850000,Denmark,46,4,0,0,280,6.87,1.36,15,1.94,553,14,15,874,0,29,78.0,13.652992804936396,34
2957,237644,2200000,Norway,46,4,1,0,361,6.62,6.28,43,1.84,315,19,15,682,1,30,78.0,14.603968372873895,91
2958,1165444,1400000,Denmark,46,4,0,1,114,6.34,3.11,43,2.4,285,31,23,748,1,19,78.0,14.151983508870947,34
2960,188105,270000,Denmark,46,4,0,0,109,6.6,1.28,13,1.62,832,14,7,1357,0,32,78.0,12.506180941677357,34
2961,560778,360000,Denmark,46,4,0,0,195,6.09,0.31,7,0.41,38,1,1,86,0,26,78.0,12.793862088206213,34
2963,683355,850000,Iceland,46,4,1,0,357,6.66,2.38,24,1.68,328,16,11,756,0,23,78.0,13.652992804936396,58
2964,1087658,1300000,Denmark,46,4,0,0,373,6.73,3.63,34,2.41,709,18,31,1256,0,21,78.0,14.077875591662238,34
2965,1099641,620000,Denmark,46,4,0,0,283,6.64,0.95,16,0.86,466,17,8,752,0,21,78.0,13.3374763699232,34
2966,1305746,360000,Ghana,46,4,0,0,259,6.15,0.05,1,2.99,469,22,17,957,0,21,78.0,12.793862088206213,47
2967,1386070,250000,Denmark,46,4,0,0,187,6.45,0.27,3,0.67,201,7,3,422,0,19,78.0,12.429220196836383,34
2968,1436905,220000,Denmark,46,4,0,0,188,6.49,0.0,0,0.35,66,2,2,135,0,19,78.0,12.301387370778713,34
2969,359361,330000,Denmark,46,4,0,0,223,5.97,3.61,23,1.76,257,12,4,548,1,31,78.0,12.706850963741102,34
2970,895275,320000,USA,46,4,0,0,234,6.63,1.15,17,0.39,95,7,13,285,1,25,78.0,12.676079399771027,119
2973,165547,420000,Denmark,46,4,0,0,102,6.63,2.18,13,0.56,540,14,8,986,0,32,78.0,12.948012371209098,34
2974,288832,550000,Denmark,46,4,0,0,354,6.81,2.68,25,2.17,640,19,2,1002,0,30,78.0,13.217675375388819,34
2976,935552,420000,Denmark,46,4,1,2,172,6.92,1.82,14,0.73,249,4,6,550,0,25,78.0,12.948012371209098,34
2977,1024688,850000,Germany,46,4,0,0,345,7.01,0.53,12,0.69,491,8,5,853,0,24,78.0,13.652992804936396,46
2978,1179673,700000,Denmark,46,4,0,0,309,6.92,0.94,15,0.59,413,6,4,739,0,21,78.0,13.45883704259595,34
2980,1109045,760000,Nigeria,46,4,1,0,134,7.04,3.61,43,3.16,401,26,38,895,1,21,78.0,13.541075028051122,88
2981,1202070,1300000,Denmark,46,4,2,0,293,7.62,3.41,38,1.93,268,17,44,653,1,20,78.0,14.077875591662238,34
2982,1267276,1300000,Denmark,46,4,1,0,353,7.01,6.7,53,2.71,233,29,19,691,1,22,78.0,14.077875591662238,34
2984,1393478,800000,Cape Verde,46,4,0,4,424,7.77,2.82,29,4.96,270,40,45,721,1,23,78.0,13.592368256649284,20
2985,435493,440000,Denmark,46,4,0,0,437,7.56,1.49,14,2.63,1896,26,17,2533,0,31,78.0,12.994532278619134,34
2986,1104712,850000,Denmark,46,4,0,0,252,6.66,2.34,15,0.56,187,10,5,356,0,21,78.0,13.652992804936396,34
2987,1209228,2800000,Sweden,46,4,2,2,431,7.71,0.83,14,5.34,1084,55,13,1727,0,22,78.0,14.845130332288226,112
2988,1282005,1200000,Denmark,46,4,0,0,195,6.59,0.08,2,0.14,151,4,5,220,0,19,78.0,13.997832948091215,34
2990,443733,5400000,Denmark,46,4,2,1,397,7.34,8.02,57,1.52,296,20,11,619,1,28,78.0,15.501909696719672,34
2991,931605,720000,Sweden,46,4,3,1,561,6.74,1.35,13,1.35,246,8,6,403,1,22,78.0,13.487007879880162,112
2994,1215410,1600000,Ghana,46,4,2,2,327,7.72,5.58,61,3.86,274,27,59,836,1,19,78.0,14.285514812209815,47
2995,1228558,9200000,Norway,46,4,4,3,387,8.19,4.11,61,4.27,518,32,37,976,1,19,78.0,16.034714150714915,91
2997,27782,110000,Denmark,46,4,0,0,144,6.87,0.86,19,0.44,410,8,2,833,0,37,78.0,11.608244735642321,34
2998,214353,330000,Denmark,46,4,1,2,408,7.55,3.69,27,2.22,591,24,19,1151,0,31,78.0,12.706850963741102,34
3000,489142,420000,Denmark,46,4,0,1,267,6.62,0.26,9,1.16,755,6,7,1207,0,28,78.0,12.948012371209098,34
3001,728886,330000,Denmark,46,4,1,0,227,6.83,0.49,2,0.14,116,2,0,182,0,27,78.0,12.706850963741102,34
3002,1481910,250000,Denmark,46,4,0,0,411,7.23,0.64,14,1.2,308,11,20,595,0,18,78.0,12.429220196836383,34
3003,158630,330000,Denmark,46,4,0,0,225,6.6,2.47,13,0.56,115,4,2,306,1,33,78.0,12.706850963741102,34
3004,212247,360000,Denmark,46,4,4,0,269,7.39,5.5,43,1.39,293,11,8,613,1,31,78.0,12.793862088206213,34
3005,585356,320000,Denmark,46,4,0,0,207,6.37,1.58,23,2.02,258,18,4,586,1,27,78.0,12.676079399771027,34
3006,864989,360000,North Macedonia,46,4,1,0,438,7.02,5.5,44,1.66,320,19,30,924,1,25,78.0,12.793862088206213,89
3008,274389,460000,Denmark,38,1,0,0,173,6.89,0.4,6,0.51,190,6,4,361,0,32,74.9,13.038983942375959,34
3009,655692,500000,Austria,38,1,0,0,394,6.74,0.14,5,0.14,260,0,1,433,0,25,74.9,13.122365377402328,6
3010,752559,420000,Slovenia,38,1,0,0,453,6.45,1.3,22,1.37,241,10,4,551,0,25,74.9,12.948012371209098,107
3011,881492,650000,Austria,38,1,0,1,555,7.43,1.64,20,5.64,663,63,38,1540,0,23,74.9,13.384729180332174,6
3012,1184073,300000,Austria,38,1,0,0,252,6.63,0.11,4,0.26,191,4,3,342,0,24,74.9,12.611541086966115,6
3013,1203837,550000,Austria,38,1,0,0,120,6.5,1.5,24,0.76,171,6,12,489,0,22,74.9,13.217675375388819,6
3015,1042842,850000,Poland,38,1,1,0,196,6.53,3.66,32,0.93,148,9,4,455,1,21,74.9,13.652992804936396,97
3016,1186446,600000,Slovenia,38,1,2,1,579,6.89,9.74,58,2.3,324,32,21,956,1,22,74.9,13.304686600863562,107
3017,1275650,360000,Austria,38,1,1,2,299,6.78,0.87,7,0.97,83,6,5,187,1,23,74.9,12.793862088206213,6
3019,134132,250000,Austria,38,1,0,0,315,6.68,0.44,7,0.52,405,5,2,621,0,35,74.9,12.429220196836383,6
3020,689047,520000,Georgia,38,1,0,1,383,6.89,0.43,13,2.09,637,21,21,1081,0,26,74.9,13.161586013632684,45
3021,1106905,850000,Nigeria,38,1,0,0,533,7.26,0.44,21,0.59,607,3,19,1187,0,21,74.9,13.652992804936396,88
3022,1202921,1900000,Austria,38,1,1,0,561,6.91,1.33,24,2.83,578,22,36,1459,0,21,74.9,14.45736497045232,6
3023,1343255,750000,Austria,38,1,0,0,281,6.97,1.11,16,0.21,457,2,5,770,0,21,74.9,13.527829818844937,6
3025,246344,350000,Austria,38,1,0,0,174,6.17,0.09,0,0.35,54,5,1,137,1,32,74.9,12.765691290604371,6
3026,814457,550000,Austria,38,1,0,0,159,6.23,2.15,11,1.07,162,13,2,318,1,23,74.9,13.217675375388819,6
3027,846065,550000,Austria,38,1,0,0,108,6.1,1.44,19,2.01,262,17,9,538,1,26,74.9,13.217675375388819,6
3028,1096389,2700000,Austria,38,1,2,0,474,6.77,6.53,45,2.39,409,21,36,963,1,22,74.9,14.80876270134486,6
3029,1185198,750000,Austria,38,1,0,0,232,6.32,2.58,18,0.91,127,8,6,411,1,22,74.9,13.527829818844937,6
3030,1211610,2000000,Ghana,38,1,1,0,325,7.04,4.71,53,2.94,390,26,29,1031,1,23,74.9,14.508658238524095,47
3031,1435402,550000,Ivory Coast,38,1,0,0,168,5.97,0.24,2,0.06,29,1,0,81,1,20,74.9,13.217675375388819,65
3033,391060,320000,Austria,38,1,1,0,200,6.5,0.29,6,0.59,105,1,6,234,0,31,74.9,12.676079399771027,6
3034,459259,250000,Austria,38,1,0,0,195,6.3,0.04,0,0.02,56,1,0,108,0,29,74.9,12.429220196836383,6
3035,677342,450000,Austria,38,1,0,0,293,6.69,0.52,17,3.32,752,23,12,1455,0,26,74.9,13.017005083966255,6
3036,941702,600000,Austria,38,1,0,0,176,6.92,0.07,5,0.83,688,7,9,1205,0,23,74.9,13.304686600863562,6
3037,951241,450000,Ghana,38,1,0,1,488,6.63,2.36,28,1.62,444,20,45,1045,0,24,74.9,13.017005083966255,47
3038,1175705,200000,Brazil,38,1,0,0,223,6.66,0.05,2,0.08,47,2,10,151,0,25,74.9,12.206077645517674,14
3039,1234640,260000,Austria,38,1,1,0,605,7.25,0.78,9,1.0,283,16,8,614,0,22,74.9,12.468440756144114,6
3040,1385123,350000,Austria,38,1,2,1,469,7.09,3.57,25,0.66,319,14,16,633,0,21,74.9,12.765691290604371,6
3041,429945,400000,Brazil,38,1,3,0,493,7.01,6.76,55,3.15,321,20,19,846,1,35,74.9,12.899222326086994,14
3043,1099298,450000,Germany,38,1,0,0,465,6.61,3.16,31,1.17,285,14,44,694,1,23,74.9,13.017005083966255,46
3044,168872,1600000,Kosovo,38,1,0,0,464,6.72,0.05,3,0.72,340,10,3,555,0,31,74.9,14.285514812209815,70
3045,207119,1600000,Austria,38,1,9,5,1470,7.53,7.52,56,3.78,384,16,5,873,0,32,74.9,14.285514812209815,6
3046,426726,1900000,Austria,38,1,1,1,472,7.28,1.43,15,5.22,816,45,37,1503,0,27,74.9,14.45736497045232,6
3047,435205,850000,Serbia,38,1,0,0,293,6.43,0.26,8,0.57,521,6,5,875,0,31,74.9,13.652992804936396,104
3048,488194,800000,Austria,38,1,0,0,399,6.91,0.17,5,0.66,160,10,2,318,0,28,74.9,13.592368256649284,6
3049,768321,650000,Austria,38,1,0,1,797,6.96,0.24,5,0.43,259,6,4,474,0,27,74.9,13.384729180332174,6
3051,619687,730000,Austria,38,1,3,1,557,7.56,3.81,32,2.17,359,24,22,928,1,28,74.9,13.500801182986649,6
3052,889626,600000,France,38,1,0,0,180,6.25,1.17,15,0.42,126,7,19,344,1,23,74.9,13.304686600863562,42
3053,1059861,400000,France,38,1,1,1,165,7.8,0.72,5,0.6,44,3,8,112,1,22,74.9,12.899222326086994,42
3054,1231904,550000,Austria,38,1,0,0,204,6.06,2.54,18,0.56,53,6,9,243,1,21,74.9,13.217675375388819,6
3055,1242198,3000000,Croatia,38,1,5,0,548,7.26,8.67,42,1.64,245,18,18,599,1,22,74.9,14.914123179965662,28
3056,1340409,1300000,Ghana,38,1,0,1,528,6.58,1.14,6,1.02,101,9,9,259,1,23,74.9,14.077875591662238,47
3057,1366348,2100000,Nigeria,38,1,0,0,594,7.06,5.07,49,1.76,366,19,52,1105,1,22,74.9,14.557448378884015,88
3058,171663,400000,Austria,38,1,0,0,466,6.6,0.34,8,0.95,361,13,5,790,0,30,74.9,12.899222326086994,6
3060,737121,200000,Germany,38,1,0,0,397,6.54,0.05,1,0.06,107,3,3,255,0,25,74.9,12.206077645517674,46
3061,836442,350000,Hungary,38,1,0,0,120,6.22,0.88,13,0.22,383,6,5,801,0,24,74.9,12.765691290604371,57
3062,861738,550000,Serbia,38,1,0,0,114,6.32,0.15,5,0.66,344,9,6,697,0,25,74.9,13.217675375388819,104
3064,824191,550000,Austria,38,1,3,0,494,6.62,2.54,23,0.3,146,7,16,450,1,26,74.9,13.217675375388819,6
3066,1073788,250000,Croatia,38,1,0,1,211,6.16,1.85,8,0.35,37,7,6,133,1,27,74.9,12.429220196836383,28
3067,1279694,430000,Germany,38,1,0,0,423,6.43,0.95,16,0.33,152,7,34,507,1,21,74.9,12.971542813248437,46
3068,1317338,500000,Guinea,38,1,1,0,404,6.7,2.16,31,0.42,307,13,48,815,1,23,74.9,13.122365377402328,52
3069,1421035,250000,Austria,38,1,0,0,231,6.01,2.99,28,0.13,104,5,13,384,1,21,74.9,12.429220196836383,6
3070,176805,360000,Austria,38,1,0,0,168,5.8,0.0,0,0.02,42,0,0,72,0,33,74.9,12.793862088206213,6
3071,274624,350000,Austria,38,1,0,0,118,6.81,0.0,0,0.08,22,0,2,48,0,32,74.9,12.765691290604371,6
3072,276153,400000,Austria,38,1,0,0,415,6.9,1.37,15,1.05,517,7,4,1125,0,30,74.9,12.899222326086994,6
3073,614961,330000,Germany,38,1,2,0,519,7.42,1.22,22,2.0,712,20,26,1372,0,28,74.9,12.706850963741102,46
3074,658427,450000,Austria,38,1,0,0,347,6.36,2.75,25,2.78,242,26,11,839,0,30,74.9,13.017005083966255,6
3075,919376,450000,Austria,38,1,0,0,532,6.83,0.72,10,0.93,222,6,5,445,0,24,74.9,13.017005083966255,6
3076,133503,320000,Kosovo,38,1,0,0,300,6.96,6.68,68,1.67,291,25,19,877,1,34,74.9,12.676079399771027,70
3080,940801,360000,Austria,38,1,1,0,628,7.46,5.42,42,4.81,471,46,44,1316,1,23,74.9,12.793862088206213,6
3082,1386904,500000,Croatia,38,1,0,0,358,6.71,1.01,15,0.7,162,12,19,463,1,23,74.9,13.122365377402328,28
3083,245468,350000,Austria,38,1,0,0,207,6.15,1.01,12,1.08,415,13,8,835,0,34,74.9,12.765691290604371,6
3084,331539,400000,Germany,38,1,0,0,427,6.93,0.86,9,0.85,1145,8,15,1648,0,32,74.9,12.899222326086994,46
3086,768312,760000,Austria,38,1,0,0,472,6.36,1.54,22,1.8,469,20,8,913,0,27,74.9,13.541075028051122,6
3087,863359,1600000,Scotland,38,1,6,1,397,7.69,1.91,39,3.63,747,33,30,1480,0,23,74.9,14.285514812209815,102
3088,923244,430000,Germany,38,1,0,0,623,6.52,0.2,6,1.57,604,13,23,1464,0,26,74.9,12.971542813248437,46
3090,1308629,550000,Netherlands,38,1,1,0,393,6.12,0.65,5,1.41,280,10,13,775,0,20,74.9,13.217675375388819,86
3091,733182,550000,Austria,38,1,0,0,98,6.21,2.83,16,1.17,172,12,7,433,1,26,74.9,13.217675375388819,6
3092,795376,400000,Germany,38,1,1,1,345,6.49,2.61,17,0.75,134,10,7,448,1,27,74.9,12.899222326086994,46
3093,952361,1800000,Germany,38,1,0,0,480,6.33,8.21,58,1.6,339,26,27,862,1,25,74.9,14.403297778421795,46
3095,1195326,300000,Austria,38,1,0,0,328,6.28,1.57,9,0.47,72,7,10,281,1,22,74.9,12.611541086966115,6
3097,104644,320000,Australia,38,1,0,0,198,7.15,0.24,4,0.35,281,7,3,498,0,34,74.9,12.676079399771027,5
3099,658636,1300000,Austria,38,1,0,0,478,6.69,2.09,35,1.99,884,19,23,1469,0,28,74.9,14.077875591662238,6
3101,557345,1300000,Austria,38,1,2,2,567,7.17,7.63,70,2.85,382,25,9,980,1,28,74.9,14.077875591662238,6
3102,769955,2200000,Austria,38,1,3,1,577,7.41,3.8,46,6.34,537,74,20,1319,1,24,74.9,14.603968372873895,6
3103,1159533,750000,Austria,38,1,2,0,382,6.4,8.94,34,0.39,235,8,11,545,1,21,74.9,13.527829818844937,6
3105,1248015,440000,Austria,38,1,0,1,147,6.37,2.23,21,0.38,128,4,7,282,1,21,74.9,12.994532278619134,6
3106,959597,20000000,Croatia,38,1,1,1,470,7.67,2.83,37,4.65,541,39,44,1019,0,21,74.9,16.811242881518265,28
3107,1018564,8200000,Argentina,38,1,0,0,565,6.76,0.36,5,0.34,186,4,5,413,0,25,74.9,15.919644834185693,3
3108,1070404,18000000,Denmark,38,1,0,1,150,7.64,1.72,20,4.62,538,33,14,958,0,20,74.9,16.705882371415992,34
3109,1081025,2600000,Denmark,38,1,2,0,449,7.57,0.86,13,1.62,617,15,15,1242,0,23,74.9,14.77102238760702,34
3110,1137106,11000000,France,38,1,0,0,354,7.0,0.55,8,1.06,981,11,16,1519,0,20,74.9,16.213405921671733,42
3111,1229526,1300000,Ghana,38,1,0,0,240,6.86,1.8,25,2.53,337,16,24,772,0,21,74.9,14.077875591662238,47
3112,1231909,2200000,Mali,38,1,0,0,275,6.76,0.51,4,0.21,244,2,4,394,0,21,74.9,14.603968372873895,76
3114,690411,6300000,Mali,38,1,1,0,189,6.61,4.35,31,1.05,97,8,7,247,1,24,74.9,15.656060350091908,76
3115,896256,11000000,Brazil,38,1,1,1,155,7.31,5.22,27,1.66,106,11,25,333,1,25,74.9,16.213405921671733,14
3116,1178504,5200000,Croatia,38,1,0,1,193,6.6,5.93,28,1.49,108,20,8,357,1,20,74.9,15.46416937585933,28
3118,1293688,6100000,Ivory Coast,38,1,6,0,434,7.4,15.12,70,2.95,203,20,23,610,1,20,74.9,15.623799493077952,65
3119,1302821,5500000,Serbia,38,1,1,0,298,6.58,6.43,42,1.2,120,13,5,413,1,20,74.9,15.520258832020865,104
3121,446392,5000000,Slovenia,38,1,1,0,522,6.91,2.35,24,0.74,727,9,7,1377,0,28,74.9,15.424948670398354,107
3123,978170,2200000,Slovenia,38,1,2,3,572,7.49,3.15,35,4.05,566,44,24,1170,0,25,74.9,14.603968372873895,107
3124,1027194,8500000,Austria,38,1,4,1,619,7.75,3.36,41,3.4,679,29,54,1528,0,22,74.9,15.955576839107596,6
